죄종(대),죄종(중),죄종(소),발생,검거,검거인원(남),검거인원(여),불상,법인체
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(알선영업행위등),1,1,2,2,0,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(기타),9,11,11,0,0,0
기타범죄,기타범죄,아동복지법위반(무아동복지시설의 의무위반 등),0,0,0,0,0,0
기타범죄,기타범죄,아동복지법위반(유기·학대 등),19,19,15,7,0,0
기타범죄,기타범죄,아동복지법(기타),22,22,13,15,0,0
기타범죄,기타범죄,아동학대처벌법위반(비밀유지의무위반 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(아동복지시설 종사자 등의 아동학대 가중처벌),2,2,1,1,0,0
기타범죄,기타범죄,아동학대처벌법위반(업무수행 방해 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(유기·학대 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(처분 불이행 등),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(피해자 등에 대한 강요행위),0,0,0,0,0,0
기타범죄,기타범죄,아동학대처벌법위반(기타),3,3,1,4,0,0
기타범죄,기타범죄,액화석유가스의안전및사업관리법,14,14,18,0,0,2
기타범죄,기타범죄,양곡관리법,0,0,0,0,0,0
기타범죄,기타범죄,여객자동차운수사업법,7,11,11,3,0,2
기타범죄,기타범죄,여권법,0,0,0,0,0,0
기타범죄,기타범죄,영해및접속수역법,0,0,0,0,0,0
기타범죄,기타범죄,영화및비디오물의진흥에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,옥외광고물등관리법,5,4,2,1,1,1
기타범죄,기타범죄,위증죄,57,52,63,18,1,0
기타범죄,기타범죄,위치정보의보호및이용등에관한법률,1,1,0,1,0,0
기타범죄,기타범죄,유기와학대의죄,6,6,2,4,0,0
기타범죄,기타범죄,유선및도선사업법,0,0,0,0,0,0
기타범죄,기타범죄,음반·비디오물및게임물에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,음악산업진흥에관한법률,193,191,78,221,9,0
기타범죄,기타범죄,인질강요·살해·상해,0,0,0,0,0,0
기타범죄,기타범죄,일수와수리에관한죄,0,0,0,0,0,0
기타범죄,기타범죄,자동차관리법,708,532,564,47,99,26
기타범죄,기타범죄,자동차손해배상보장법,313,218,235,27,54,0
기타범죄,기타범죄,자연공원법,10,11,11,1,0,0
기타범죄,기타범죄,장물에관한죄,29,10,24,5,1,0
기타범죄,기타범죄,장사등에관한법률,3,3,2,2,0,0
기타범죄,기타범죄,재난및안전관리기본법,0,0,0,0,0,0
기타범죄,기타범죄,전기통신기본법,1,3,10,1,1,1
기타범죄,기타범죄,전파법,0,0,0,0,0,0
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(개인정보누설등),2,0,0,0,0,0
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),81,76,69,26,12,0
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),29,7,5,4,23,0
기타범죄,기타범죄,정보통신망이용촉진및정보보호등에관한법률위반(기타),97,44,46,15,23,1
기타범죄,기타범죄,주거침입의죄,278,220,220,51,11,0
기타범죄,기타범죄,주민등록법,62,48,37,39,9,0
기타범죄,기타범죄,주차장법,2,2,1,0,0,0
기타범죄,기타범죄,집회및시위에관한법률,7,7,26,12,0,0
기타범죄,기타범죄,채무자회생및파산에관한법률위반,4,3,0,3,0,0
기타범죄,기타범죄,철도안전법,0,0,0,0,0,0
기타범죄,기타범죄,청소년보호법,273,272,166,179,0,1
기타범죄,기타범죄,총포·도검·화약류등의안전관리에관한법률,9,10,15,1,0,0
기타범죄,기타범죄,축산물위생관리법,60,56,50,16,1,1
기타범죄,기타범죄,출입국관리법,44,37,38,9,0,5
기타범죄,기타범죄,통신비밀보호법,9,9,8,5,0,0
기타범죄,기타범죄,특가법(무고),0,0,0,0,0,0
기타범죄,기타범죄,특가법(장물),0,0,0,0,0,0
기타범죄,기타범죄,특경법(보고의무),0,0,0,0,0,0
기타범죄,기타범죄,폭력행위등처벌에관한법률위반(기타),1,1,0,2,0,0
기타범죄,기타범죄,하수도법,6,6,4,2,0,4
기타범죄,기타범죄,하천법,27,27,26,6,0,3
기타범죄,기타범죄,학원의설립·운영및과외교섭에관한법률,9,9,3,7,0,0
기타범죄,기타범죄,항만운송사업법,0,0,0,0,0,0
기타범죄,기타범죄,허위감정 증거인멸·은닉 증인은닉죄,3,3,2,0,0,0
기타범죄,기타범죄,형사소송법,0,0,0,0,0,0
기타범죄,기타범죄,형의실효등에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,화물자동차운수사업법,34,32,66,5,0,3
기타범죄,기타범죄,기타,416,302,497,107,114,36
